,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3),PPT
2001-08-29,143.1,37.4,22.85,0.0
2001-08-30,142.99,37.1,22.65,7.6
2001-08-31,142.88,36.8,22.46,0.0
2001-09-01,142.78,36.5,22.28,0.0
2001-09-02,142.69,36.2,22.12,0.0
2001-09-03,142.62,36.0,22.0,22.9
2001-09-04,142.61,36.0,21.98,0.1
2001-09-05,142.55,35.8,21.88,0.0
2001-09-06,142.48,35.6,21.76,0.0
2001-09-07,142.42,35.4,21.65,0.0
2001-09-08,142.37,35.3,21.57,0.0
2001-09-09,142.31,35.1,21.47,0.0
2001-09-10,142.25,35.0,21.37,0.0
2001-09-11,142.19,34.8,21.26,0.0
2001-09-12,142.13,34.6,21.16,0.0
2001-09-13,142.07,34.5,21.07,0.0
2001-09-14,142.0,34.3,20.95,0.0
2001-09-15,141.93,34.1,20.84,0.0
2001-09-16,141.87,33.9,20.74,0.0
2001-09-17,141.81,33.8,20.64,0.0
2001-09-18,141.73,33.6,20.51,0.0
2001-09-19,141.65,33.4,20.38,0.1
2001-09-20,141.61,33.2,20.31,0.0
2001-09-21,141.54,33.1,20.2,4.7
2001-09-22,141.5,33.0,20.14,14.3
2001-09-23,141.46,32.8,20.07,0.1
2001-09-24,141.45,32.8,20.06,2.4
2001-09-25,141.41,32.7,19.99,1.0
2001-09-26,141.39,32.7,19.96,0.0
2001-09-27,141.38,32.6,19.94,0.0
2001-09-28,141.32,32.5,19.85,3.3
2001-09-29,141.3,32.4,19.81,2.4
2001-09-30,141.28,32.4,19.78,0.2
2001-10-01,141.27,32.4,19.77,0.0
2001-10-02,141.24,32.3,19.72,0.0
2001-10-03,141.22,32.2,19.69,0.0
2001-10-04,141.21,32.2,19.67,0.0
2001-10-05,141.19,32.1,19.64,0.0
2001-10-06,141.17,32.1,19.61,0.0
2001-10-07,141.15,32.0,19.57,0.0
2001-10-08,141.13,32.0,19.54,0.0
2001-10-09,141.11,31.9,19.51,0.0
2001-10-10,141.09,31.9,19.48,0.0
2001-10-11,141.07,31.8,19.45,0.0
2001-10-12,141.05,31.8,19.42,0.0
2001-10-13,141.02,31.7,19.37,0.2
2001-10-14,141.0,31.6,19.34,0.0
2001-10-15,140.98,31.6,19.3,0.0
2001-10-16,140.95,31.5,19.26,0.0
2001-10-17,140.93,31.5,19.22,0.0
2001-10-18,140.91,31.4,19.19,15.0
2001-10-19,140.9,31.4,19.18,0.0
2001-10-20,140.9,31.4,19.18,8.8
2001-10-21,140.9,31.4,19.18,0.0
2001-10-22,140.9,31.4,19.18,0.0
2001-10-23,140.89,31.4,19.16,10.3
2001-10-24,140.9,31.4,19.18,0.0
2001-10-25,140.9,31.4,19.18,0.0
2001-10-26,140.89,31.4,19.16,0.3
2001-10-27,140.88,31.3,19.15,0.0
2001-10-28,140.86,31.3,19.11,0.0
2001-10-29,140.84,31.2,19.08,0.0
2001-10-30,140.83,31.2,19.07,0.0
2001-10-31,140.81,31.2,19.04,0.0
2001-11-01,140.79,31.1,19.0,0.0
2001-11-02,140.77,31.0,18.97,0.0
2001-11-03,140.75,31.0,18.94,0.0
2001-11-04,140.73,30.9,18.91,0.0
2001-11-05,140.71,30.9,18.88,0.0
2001-11-06,140.7,30.9,18.86,0.0
2001-11-07,140.68,30.8,18.83,0.0
2001-11-08,140.65,30.8,18.79,0.2
2001-11-09,140.62,30.7,18.74,0.3
2001-11-10,140.59,30.6,18.69,0.0
2001-11-11,140.56,30.5,18.65,2.1
2001-11-12,140.53,30.4,18.6,0.0
2001-11-13,140.5,30.4,18.55,0.0
2001-11-14,140.47,30.3,18.51,0.3
2001-11-15,140.44,30.2,18.46,35.9
2001-11-16,140.54,30.5,18.62,26.8
2001-11-17,140.65,30.8,18.79,5.3
2001-11-18,140.81,31.1,19.03,0.0
2001-11-19,140.94,31.5,19.24,0.0
2001-11-20,141.01,31.7,19.35,0.0
2001-11-21,141.03,31.7,19.38,0.0
2001-11-22,141.05,31.8,19.42,0.0
2001-11-23,141.06,31.8,19.43,0.0
2001-11-24,141.06,31.8,19.43,0.0
2001-11-25,141.07,31.8,19.45,0.0
2001-11-26,141.05,31.8,19.42,0.0
2001-11-27,141.05,31.8,19.42,0.0
2001-11-28,141.05,31.8,19.42,0.0
2001-11-29,141.04,31.8,19.4,0.0
2001-11-30,141.04,31.8,19.4,0.3
2001-12-01,141.03,31.7,19.38,0.0
2001-12-02,141.03,31.7,19.38,0.0
2001-12-03,141.02,31.7,19.37,0.0
2001-12-04,141.02,31.7,19.37,0.1
2001-12-05,141.01,31.7,19.35,0.0
2001-12-06,141.01,31.7,19.35,0.0
2001-12-07,141.0,31.6,19.33,0.0
2001-12-08,140.99,31.6,19.32,0.0
2001-12-09,140.98,31.6,19.3,0.0
2001-12-10,140.98,31.6,19.3,0.0
2001-12-11,140.97,31.6,19.29,0.0
2001-12-12,140.97,31.6,19.29,0.0
2001-12-13,140.96,31.5,19.27,0.0
2001-12-14,140.96,31.5,19.27,0.2
2001-12-15,140.94,31.5,19.24,0.2
2001-12-16,140.93,31.5,19.22,0.0
2001-12-17,140.92,31.4,19.21,0.0
2001-12-18,140.91,31.4,19.19,0.0
2001-12-19,140.9,31.4,19.18,0.0
2001-12-20,140.89,31.4,19.16,0.0
2001-12-21,140.88,31.3,19.15,0.0
2001-12-22,140.88,31.3,19.15,0.1
2001-12-23,140.87,31.3,19.13,0.0
2001-12-24,140.86,31.3,19.11,0.0
2001-12-25,140.85,31.3,19.1,0.0
2001-12-26,140.84,31.2,19.08,0.0
2001-12-27,140.84,31.2,19.08,0.0
2001-12-28,140.83,31.2,19.07,0.0
2001-12-29,140.82,31.2,19.05,0.0
2001-12-30,140.82,31.2,19.05,0.0
2001-12-31,140.81,31.2,19.04,0.0
2002-01-01,140.8,31.1,19.02,0.0
2002-01-02,140.79,31.1,19.0,0.2
2002-01-03,140.78,31.1,18.99,7.4
2002-01-04,140.78,31.1,18.99,8.2
2002-01-05,140.79,31.1,19.0,0.2
2002-01-06,140.8,31.1,19.02,0.0
2002-01-07,140.81,31.2,19.04,0.0
2002-01-08,140.81,31.2,19.04,0.1
2002-01-09,140.81,31.2,19.04,0.0
2002-01-10,140.81,31.2,19.04,0.0
2002-01-11,140.81,31.2,19.04,0.1
2002-01-12,140.8,31.1,19.02,0.0
2002-01-13,140.8,31.1,19.02,0.3
2002-01-14,140.79,31.1,19.0,0.0
2002-01-15,140.79,31.1,19.0,0.0
2002-01-16,140.78,31.1,18.99,0.0
2002-01-17,140.78,31.1,18.99,0.0
2002-01-18,140.78,31.1,18.99,0.0
2002-01-19,140.77,31.1,18.97,0.0
2002-01-20,140.77,31.1,18.97,0.0
2002-01-21,140.76,31.0,18.96,0.0
2002-01-22,140.76,31.0,18.96,0.0
2002-01-23,140.75,31.0,18.94,0.0
2002-01-24,140.75,31.0,18.94,0.0
2002-01-25,140.74,31.0,18.93,0.0
2002-01-26,140.73,30.9,18.91,0.0
2002-01-27,140.72,30.9,18.9,0.0
2002-01-28,140.71,30.9,18.88,0.0
2002-01-29,140.71,30.9,18.88,0.0
2002-01-30,140.7,30.9,18.86,0.1
2002-01-31,140.7,30.9,18.86,0.0
2002-02-01,140.69,30.8,18.85,0.0
2002-02-02,140.68,30.8,18.83,0.0
2002-02-03,140.68,30.8,18.83,0.0
2002-02-04,140.67,30.8,18.82,0.0
2002-02-05,140.67,30.8,18.82,6.4
2002-02-06,140.66,30.8,18.8,0.2
2002-02-07,140.66,30.8,18.8,0.0
2002-02-08,140.65,30.7,18.79,0.0
2002-02-09,140.64,30.7,18.77,0.0
2002-02-10,140.63,30.7,18.76,0.0
2002-02-11,140.62,30.7,18.74,0.0
2002-02-12,140.61,30.6,18.72,0.0
2002-02-13,140.6,30.6,18.71,0.0
2002-02-14,140.59,30.6,18.69,8.6
2002-02-15,140.61,30.6,18.72,1.0
2002-02-16,140.61,30.6,18.72,5.7
2002-02-17,140.62,30.7,18.74,5.7
2002-02-18,140.64,30.7,18.77,0.0
2002-02-19,140.64,30.7,18.77,0.0
2002-02-20,140.64,30.7,18.77,0.0
2002-02-21,140.63,30.7,18.76,0.6
2002-02-22,140.63,30.7,18.76,0.0
2002-02-23,140.63,30.7,18.76,0.0
2002-02-24,140.63,30.7,18.76,0.0
2002-02-25,140.62,30.7,18.74,0.0
2002-02-26,140.61,30.6,18.72,0.0
2002-02-27,140.61,30.6,18.72,0.0
2002-02-28,140.6,30.6,18.71,0.0
2002-03-01,140.59,30.6,18.69,0.0
2002-03-02,140.59,30.6,18.69,3.4
2002-03-03,140.58,30.6,18.68,0.0
2002-03-04,140.58,30.6,18.68,0.0
2002-03-05,140.59,30.6,18.69,23.2
2002-03-06,140.7,30.9,18.86,0.0
2002-03-07,140.8,31.1,19.02,0.0
2002-03-08,140.84,31.2,19.08,0.0
2002-03-09,140.92,31.4,19.21,0.0
2002-03-10,140.9,31.4,19.18,0.0
2002-03-11,140.92,31.4,19.21,0.0
2002-03-12,140.94,31.5,19.24,0.0
2002-03-13,140.94,31.5,19.24,0.1
2002-03-14,140.96,31.5,19.27,3.2
2002-03-15,140.96,31.5,19.27,0.0
2002-03-16,140.96,31.5,19.27,0.0
2002-03-17,140.96,31.5,19.27,0.0
2002-03-18,140.97,31.6,19.29,0.0
2002-03-19,140.98,31.6,19.3,0.0
2002-03-20,140.97,31.6,19.29,0.0
2002-03-21,140.96,31.5,19.27,0.0
2002-03-22,140.95,31.5,19.26,0.0
2002-03-23,140.95,31.5,19.26,0.0
2002-03-24,140.94,31.5,19.24,0.0
2002-03-25,140.93,31.5,19.22,0.0
2002-03-26,140.93,31.5,19.22,0.0
2002-03-27,140.92,31.4,19.21,0.0
2002-03-28,140.91,31.4,19.19,1.1
2002-03-29,140.9,31.4,19.18,6.6
2002-03-30,140.9,31.4,19.18,0.1
2002-03-31,140.9,31.4,19.18,0.0
2002-04-01,140.89,31.4,19.16,0.0
2002-04-02,140.89,31.4,19.16,1.6
2002-04-03,140.9,31.4,19.18,102.5
2002-04-04,141.7,33.5,20.46,2.2
2002-04-05,142.23,34.9,21.33,0.0
2002-04-06,142.44,35.5,21.69,0.0
2002-04-07,142.58,35.9,21.93,29.7
2002-04-08,143.12,37.5,22.89,2.7
2002-04-09,143.42,38.3,23.43,7.7
2002-04-10,143.65,39.0,23.85,26.7
2002-04-11,144.9,42.9,26.18,320.1
2002-04-12,151.41,66.6,40.7,4.9
2002-04-13,152.69,72.1,44.08,2.3
2002-04-14,153.19,74.4,45.47,2.8
2002-04-15,153.48,75.8,46.28,0.0
2002-04-16,153.71,76.8,46.94,0.0
2002-04-17,153.89,77.7,47.45,0.0
2002-04-18,154.0,78.2,47.77,0.1
2002-04-19,154.1,78.6,48.06,0.0
2002-04-20,154.18,79.0,48.29,0.0
2002-04-21,154.24,79.3,48.46,0.0
2002-04-22,154.3,79.6,48.64,0.0
2002-04-23,154.35,79.8,48.78,0.0
2002-04-24,154.39,80.0,48.9,0.0
2002-04-25,154.42,80.2,48.98,0.0
2002-04-26,154.46,80.4,49.1,0.0
2002-04-27,154.49,80.5,49.19,0.0
2002-04-28,154.52,80.7,49.28,0.0
2002-04-29,154.55,80.8,49.37,0.0
2002-04-30,154.58,80.9,49.46,0.0
2002-05-01,154.6,81.0,49.51,12.4
2002-05-02,154.63,81.2,49.6,2.4
2002-05-03,154.69,81.5,49.78,4.3
2002-05-04,154.73,81.7,49.9,2.8
2002-05-05,154.76,81.8,49.99,0.1
2002-05-06,154.78,81.9,50.05,0.8
2002-05-07,154.8,82.0,50.11,45.6
2002-05-08,155.1,83.5,51.01,95.0
2002-05-09,157.11,93.8,57.3,3.1
2002-05-10,157.46,95.7,58.45,2.4
2002-05-11,157.58,96.3,58.84,1.2
2002-05-12,157.54,96.1,58.71,0.0
2002-05-13,157.51,95.9,58.61,0.0
2002-05-14,157.51,95.9,58.61,0.0
2002-05-15,157.49,95.8,58.54,0.0
2002-05-16,157.46,95.7,58.45,0.0
2002-05-17,157.37,95.2,58.15,0.0
2002-05-18,157.27,94.6,57.82,2.4
2002-05-19,157.14,93.9,57.4,0.0
2002-05-20,157.0,93.2,56.94,0.0
2002-05-21,156.98,93.1,56.87,0.0
2002-05-22,156.92,92.8,56.68,0.0
2002-05-23,156.78,92.0,56.22,4.6
2002-05-24,156.64,91.3,55.77,0.0
2002-05-25,156.49,90.5,55.29,0.0
2002-05-26,156.32,89.6,54.76,8.0
2002-05-27,156.18,88.9,54.32,12.7
2002-05-28,156.03,88.1,53.85,0.0
2002-05-29,156.06,88.3,53.94,0.0
2002-05-30,156.1,88.5,54.07,0.0
2002-05-31,156.11,88.5,54.1,0.0
2002-06-01,156.12,88.6,54.13,0.0
2002-06-02,156.15,88.7,54.22,0.0
2002-06-03,156.18,88.9,54.32,3.2
2002-06-04,156.2,89.0,54.38,5.2
2002-06-05,156.21,89.1,54.41,27.1
2002-06-06,156.29,89.5,54.66,0.3
2002-06-07,156.32,89.6,54.76,0.3
2002-06-08,156.25,89.3,54.54,9.8
2002-06-09,156.18,88.9,54.32,0.0
2002-06-10,156.11,88.5,54.1,0.0
2002-06-11,156.14,88.7,54.19,0.0
2002-06-12,156.17,88.8,54.28,0.0
2002-06-13,156.2,89.0,54.38,0.0
2002-06-14,156.22,89.1,54.44,0.0
2002-06-15,156.22,89.1,54.44,0.0
2002-06-16,156.24,89.2,54.5,0.0
2002-06-17,156.24,89.2,54.5,0.0
2002-06-18,156.22,89.1,54.44,0.0
2002-06-19,156.2,89.0,54.38,0.0
2002-06-20,156.17,88.8,54.28,0.0
2002-06-21,156.12,88.6,54.13,0.0
2002-06-22,156.07,88.3,53.97,0.0
2002-06-23,156.01,88.0,53.79,0.0
2002-06-24,155.94,87.7,53.57,0.0
2002-06-25,155.86,87.3,53.32,0.0
2002-06-26,155.77,86.8,53.05,0.0
2002-06-27,155.68,86.4,52.77,0.0
2002-06-28,155.59,85.9,52.5,0.0
2002-06-29,155.48,85.4,52.16,4.4
2002-06-30,155.41,85.0,51.95,0.0
2002-07-01,155.32,84.6,51.67,0.2
2002-07-02,155.25,84.2,51.46,0.0
2002-07-03,155.19,83.9,51.28,0.0
2002-07-04,155.11,83.5,51.04,0.0
2002-07-05,155.04,83.2,50.83,0.0
2002-07-06,154.98,82.9,50.65,6.1
2002-07-07,154.91,82.5,50.44,0.0
2002-07-08,154.85,82.3,50.26,0.0
2002-07-09,154.77,81.9,50.02,0.0
2002-07-10,154.7,81.5,49.81,0.0
2002-07-11,154.61,81.1,49.54,0.0
2002-07-12,154.53,80.7,49.31,12.7
2002-07-13,154.45,80.3,49.07,0.0
2002-07-14,154.42,80.2,48.98,0.0
2002-07-15,154.39,80.0,48.9,0.1
2002-07-16,154.37,79.9,48.84,0.3
2002-07-17,154.33,79.7,48.72,0.0
2002-07-18,154.24,79.3,48.46,0.0
2002-07-19,154.13,78.8,48.14,0.0
2002-07-20,154.02,78.3,47.82,0.0
2002-07-21,153.91,77.8,47.51,0.0
2002-07-22,153.81,77.3,47.22,0.0
2002-07-23,153.7,76.8,46.91,0.0
2002-07-24,153.59,76.3,46.6,0.0
2002-07-25,153.48,75.8,46.28,0.0
2002-07-26,153.38,75.3,46.0,0.0
2002-07-27,153.28,74.8,45.72,0.0
2002-07-28,153.18,74.4,45.44,0.0
2002-07-29,153.07,73.9,45.13,0.0
2002-07-30,152.97,73.4,44.85,0.0
2002-07-31,152.87,73.0,44.58,0.9
2002-08-01,152.77,72.5,44.3,15.1
2002-08-02,152.7,72.2,44.11,0.0
2002-08-03,152.63,71.9,43.92,0.0
2002-08-04,152.58,71.7,43.78,1.7
2002-08-05,152.51,71.3,43.59,13.5
2002-08-06,152.44,71.0,43.4,0.0
2002-08-07,152.36,70.7,43.19,0.0
2002-08-08,152.27,70.3,42.94,2.2
2002-08-09,152.18,69.9,42.7,22.8
2002-08-10,152.15,69.8,42.62,1.4
2002-08-11,152.15,69.8,42.62,0.0
2002-08-12,152.14,69.7,42.6,0.0
2002-08-13,152.12,69.6,42.55,0.0
2002-08-14,152.11,69.6,42.52,0.0
2002-08-15,152.07,69.4,42.41,0.0
2002-08-16,152.01,69.2,42.26,0.0
2002-08-17,151.96,68.9,42.12,0.0
2002-08-18,151.9,68.7,41.97,0.0
2002-08-19,151.83,68.4,41.78,0.0
2002-08-20,151.72,67.9,41.5,0.0
2002-08-21,151.62,67.5,41.24,0.0
2002-08-22,151.51,67.0,40.96,0.2
2002-08-23,151.41,66.6,40.7,0.0
2002-08-24,151.3,66.1,40.42,0.2
2002-08-25,151.24,65.9,40.26,5.4
2002-08-26,151.18,65.6,40.11,7.5
2002-08-27,151.15,65.5,40.04,0.4
2002-08-28,151.24,65.9,40.26,0.0
2002-08-29,151.21,65.8,40.19,0.0
2002-08-30,151.18,65.6,40.11,0.0
2002-08-31,151.17,65.6,40.09,0.0
2002-09-01,151.14,65.5,40.01,0.0
2002-09-02,151.11,65.4,39.94,0.0
2002-09-03,151.08,65.2,39.86,19.3
2002-09-04,151.06,65.2,39.81,1.3
2002-09-05,151.04,65.1,39.76,0.1
2002-09-06,151.03,65.0,39.73,0.0
2002-09-07,151.03,65.0,39.73,0.1
2002-09-08,151.02,65.0,39.71,1.0
2002-09-09,151.03,65.0,39.73,6.0
2002-09-10,151.0,64.9,39.66,0.0
2002-09-11,150.99,64.9,39.63,0.0
2002-09-12,150.99,64.9,39.63,10.0
2002-09-13,150.99,64.9,39.63,0.7
2002-09-14,150.98,64.8,39.61,0.0
2002-09-15,150.97,64.8,39.58,0.0
2002-09-16,150.97,64.8,39.58,0.0
2002-09-17,150.96,64.7,39.56,0.0
2002-09-18,150.96,64.7,39.56,0.0
2002-09-19,150.94,64.7,39.51,0.0
2002-09-20,150.94,64.7,39.51,2.1
2002-09-21,150.92,64.6,39.46,3.5
2002-09-22,150.92,64.6,39.46,4.3
2002-09-23,150.9,64.5,39.41,0.0
2002-09-24,150.89,64.5,39.38,0.0
2002-09-25,150.86,64.3,39.31,0.0
2002-09-26,150.84,64.2,39.26,0.0
2002-09-27,150.83,64.2,39.23,0.0
2002-09-28,150.81,64.1,39.18,0.0
2002-09-29,150.79,64.0,39.13,0.0
2002-09-30,150.78,64.0,39.11,0.0
2002-10-01,150.76,60.0,36.66,0.0
2002-10-02,150.76,60.0,36.66,0.3
2002-10-03,150.74,59.9,36.6,0.0
2002-10-04,150.72,59.8,36.55,0.0
2002-10-05,150.71,59.8,36.52,0.0
2002-10-06,150.7,59.7,36.5,0.0
2002-10-07,150.68,59.7,36.45,0.0
2002-10-08,150.67,59.6,36.42,0.0
2002-10-09,150.66,59.6,36.4,53.0
2002-10-10,150.76,60.0,36.66,4.8
2002-10-11,150.79,60.1,36.73,0.0
2002-10-12,150.83,60.3,36.84,0.0
2002-10-13,150.85,60.4,36.89,0.0
2002-10-14,150.87,60.5,36.94,0.0
2002-10-15,150.87,60.5,36.94,0.0
2002-10-16,150.87,60.5,36.94,0.0
2002-10-17,150.88,60.5,36.97,9.4
2002-10-18,150.88,60.5,36.97,0.1
2002-10-19,150.89,60.5,36.99,0.0
2002-10-20,150.89,60.5,36.99,0.0
2002-10-21,150.89,60.5,36.99,2.5
2002-10-22,150.9,60.6,37.02,0.0
2002-10-23,150.89,60.5,36.99,1.0
2002-10-24,150.89,60.5,36.99,0.0
2002-10-25,150.89,60.5,36.99,0.0
2002-10-26,150.89,60.5,36.99,0.0
2002-10-27,150.89,60.5,36.99,0.1
2002-10-28,150.9,60.6,37.02,0.0
2002-10-29,150.89,60.5,36.99,0.0
2002-10-30,150.89,60.5,36.99,0.0
2002-10-31,150.89,60.5,36.99,0.3
2002-11-01,150.88,60.5,36.97,0.0
2002-11-02,150.88,60.5,36.97,0.0
2002-11-03,150.88,60.5,36.97,0.0
2002-11-04,150.88,60.5,36.97,0.0
2002-11-05,150.87,60.5,36.94,0.0
2002-11-06,150.86,60.4,36.92,1.4
2002-11-07,150.85,60.4,36.89,0.8
2002-11-08,150.83,60.3,36.84,0.5
2002-11-09,150.83,60.3,36.84,0.0
2002-11-10,150.83,60.3,36.84,0.0
2002-11-11,150.83,60.3,36.84,0.2
2002-11-12,150.82,60.2,36.81,0.0
2002-11-13,150.82,60.2,36.81,0.0
2002-11-14,150.81,60.2,36.79,2.8
2002-11-15,150.81,60.2,36.79,0.1
2002-11-16,150.81,60.2,36.79,0.0
2002-11-17,150.81,60.2,36.79,0.0
2002-11-18,150.8,60.2,36.76,0.0
2002-11-19,150.8,60.2,36.76,0.0
2002-11-20,150.8,60.2,36.76,26.4
2002-11-21,150.83,60.3,36.84,0.0
2002-11-22,150.84,60.3,36.86,0.0
2002-11-23,150.84,60.3,36.86,0.0
2002-11-24,150.84,60.3,36.86,12.8
2002-11-25,150.86,60.4,36.92,0.0
2002-11-26,150.87,60.5,36.94,0.0
2002-11-27,150.88,60.5,36.97,0.0
2002-11-28,150.89,60.5,36.99,0.0
2002-11-29,150.9,60.6,37.02,0.0
2002-11-30,150.9,60.6,37.02,0.1
2002-12-01,150.9,60.6,37.02,3.8
2002-12-02,150.9,60.6,37.02,0.0
2002-12-03,150.89,60.5,36.99,0.0
2002-12-04,150.89,60.5,36.99,0.0
2002-12-05,150.89,60.5,36.99,0.8
2002-12-06,150.88,60.5,36.97,0.0
2002-12-07,150.88,60.5,36.97,0.0
2002-12-08,150.87,60.5,36.94,0.0
2002-12-09,150.87,60.5,36.94,0.0
2002-12-10,150.87,60.5,36.94,39.0
2002-12-11,150.97,60.9,37.2,0.1
2002-12-12,151.07,61.3,37.47,0.0
2002-12-13,151.11,61.5,37.57,0.1
2002-12-14,151.14,61.6,37.65,0.0
2002-12-15,151.15,61.7,37.68,0.0
2002-12-16,151.17,61.8,37.73,0.0
2002-12-17,151.18,61.8,37.76,0.0
2002-12-18,151.19,61.8,37.79,0.0
2002-12-19,151.19,61.8,37.79,0.7
2002-12-20,151.19,61.8,37.79,0.0
2002-12-21,151.2,61.9,37.81,0.0
2002-12-22,151.21,61.9,37.84,0.0
2002-12-23,151.21,61.9,37.84,0.1
2002-12-24,151.22,62.0,37.87,0.1
2002-12-25,151.22,62.0,37.87,0.1
2002-12-26,151.22,62.0,37.87,0.0
2002-12-27,151.22,62.0,37.87,0.0
2002-12-28,151.22,62.0,37.87,0.0
2002-12-29,151.22,62.0,37.87,0.0
2002-12-30,151.22,62.0,37.87,0.9
2002-12-31,151.22,62.0,37.87,0.0
2003-01-01,151.22,62.0,37.87,0.0
2003-01-02,151.23,62.0,37.89,0.0
2003-01-03,151.22,62.0,37.87,0.0
2003-01-04,151.22,62.0,37.87,0.0
2003-01-05,151.22,62.0,37.87,0.1
2003-01-06,151.24,62.1,37.92,26.0
2003-01-07,151.31,62.4,38.11,0.0
2003-01-08,151.34,62.5,38.19,0.4
2003-01-09,151.36,62.6,38.24,0.2
2003-01-10,151.38,62.7,38.29,0.0
2003-01-11,151.39,62.7,38.32,0.0
2003-01-12,151.39,62.7,38.32,0.0
2003-01-13,151.4,62.8,38.35,0.0
2003-01-14,151.41,62.8,38.37,0.0
2003-01-15,151.41,62.8,38.37,0.0
2003-01-16,151.41,62.8,38.37,0.0
2003-01-17,151.41,62.8,38.37,0.0
2003-01-18,151.41,62.8,38.37,0.0
2003-01-19,151.41,62.8,38.37,1.6
2003-01-20,151.43,62.9,38.43,0.0
2003-01-21,151.44,62.9,38.45,0.0
2003-01-22,151.44,62.9,38.45,0.0
2003-01-23,151.45,63.0,38.48,0.0
2003-01-24,151.45,63.0,38.48,0.0
2003-01-25,151.45,63.0,38.48,0.0
2003-01-26,151.45,63.0,38.48,0.0
2003-01-27,151.45,63.0,38.48,0.0
2003-01-28,151.45,63.0,38.48,0.0
2003-01-29,151.45,63.0,38.48,0.0
2003-01-30,151.45,63.0,38.48,0.1
2003-01-31,151.45,63.0,38.48,0.0
2003-02-01,151.43,62.9,38.43,0.0
2003-02-02,151.42,62.8,38.4,0.0
2003-02-03,151.42,62.8,38.4,0.0
2003-02-04,151.42,62.8,38.4,2.1
2003-02-05,151.42,62.8,38.4,2.1
2003-02-06,151.42,62.8,38.4,0.2
2003-02-07,151.42,62.8,38.4,0.0
2003-02-08,151.42,62.8,38.4,0.0
2003-02-09,151.41,62.8,38.37,0.2
2003-02-10,151.51,63.2,38.64,0.4
2003-02-11,151.41,62.8,38.37,0.0
2003-02-12,151.41,62.8,38.37,0.0
2003-02-13,151.41,62.8,38.37,0.0
2003-02-14,151.41,62.8,38.37,0.0
2003-02-15,151.4,62.8,38.35,0.0
2003-02-16,151.4,62.8,38.35,0.0
2003-02-17,151.4,62.8,38.35,0.0
2003-02-18,151.4,62.8,38.35,2.1
2003-02-19,151.4,62.8,38.35,19.5
2003-02-20,151.43,62.9,38.43,78.8
2003-02-21,152.54,67.9,41.48,6.2
2003-02-22,152.94,69.8,42.62,2.1
2003-02-23,153.11,70.6,43.12,0.0
2003-02-24,153.24,71.2,43.5,2.4
2003-02-25,153.36,71.8,43.86,15.5
2003-02-26,153.75,73.7,45.04,35.8
2003-02-27,156.16,86.5,52.84,0.8
2003-02-28,155.52,83.0,50.69,0.0
2003-03-01,155.48,82.7,50.56,0.0
2003-03-02,155.51,82.9,50.66,0.0
2003-03-03,155.47,82.7,50.53,0.1
2003-03-04,155.4,82.3,50.3,0.1
2003-03-05,155.31,81.8,50.0,0.0
2003-03-06,155.2,81.2,49.64,2.9
2003-03-07,155.25,81.5,49.8,0.0
2003-03-08,155.31,81.8,50.0,0.0
2003-03-09,155.37,82.2,50.2,0.0
2003-03-10,155.42,82.4,50.36,0.0
2003-03-11,155.48,82.7,50.56,0.0
2003-03-12,155.51,82.9,50.66,0.0
2003-03-13,155.54,83.1,50.76,0.0
2003-03-14,155.58,83.3,50.89,0.0
2003-03-15,155.61,83.5,50.99,8.3
2003-03-16,155.67,83.8,51.19,0.0
2003-03-17,155.7,83.9,51.29,0.0
2003-03-18,155.73,84.1,51.39,0.0
2003-03-19,155.76,84.3,51.49,0.0
2003-03-20,155.79,84.4,51.59,0.0
2003-03-21,155.82,84.6,51.69,0.0
2003-03-22,155.84,84.7,51.76,0.0
2003-03-23,155.86,84.8,51.83,0.0
2003-03-24,155.88,84.9,51.89,0.0
2003-03-25,155.9,85.0,51.96,0.0
2003-03-26,155.92,85.2,52.03,0.0
2003-03-27,155.94,85.3,52.1,0.0
2003-03-28,155.96,85.4,52.16,23.9
2003-03-29,156.44,88.0,53.8,4.1
2003-03-30,156.85,90.4,55.21,29.3
2003-03-31,157.02,91.3,55.8,0.0
2003-04-01,157.12,91.9,56.15,3.3
2003-04-02,157.16,92.1,56.29,0.4
2003-04-03,157.18,92.2,56.36,0.0
2003-04-04,157.14,92.0,56.22,0.0
2003-04-05,157.05,91.5,55.91,0.0
2003-04-06,156.94,90.9,55.52,0.0
2003-04-07,156.85,90.4,55.21,0.0
2003-04-08,156.74,89.7,54.83,0.0
2003-04-09,156.72,89.6,54.76,14.1
2003-04-10,156.72,89.6,54.76,6.5
2003-04-11,156.76,89.8,54.9,4.6
2003-04-12,156.76,89.8,54.9,0.0
2003-04-13,156.73,89.7,54.79,0.0
2003-04-14,156.64,89.2,54.48,6.1
2003-04-15,156.62,89.1,54.41,0.1
2003-04-16,156.63,89.1,54.45,0.0
2003-04-17,156.64,89.2,54.48,0.0
2003-04-18,156.65,89.2,54.52,0.3
2003-04-19,156.65,89.2,54.52,0.4
2003-04-20,156.64,89.2,54.48,0.0
2003-04-21,156.63,89.1,54.45,0.0
2003-04-22,156.66,89.3,54.55,0.0
2003-04-23,156.69,89.5,54.66,0.0
2003-04-24,156.72,89.6,54.76,0.0
2003-04-25,156.75,89.8,54.86,0.0
2003-04-26,156.78,90.0,54.97,2.4
